,ZIP,protected,not_protected,bin
18422,37012,0.012,0.988,"(0.002, 0.012]"
18438,50833,0.0139999999999999,0.986,"(0.012, 0.022]"
18446,37694,0.034,0.966,"(0.022, 0.036]"
18448,74103,0.122,0.878,"(0.083, 0.139]"
18452,54859,0.005,0.995,"(0.002, 0.012]"
18464,42160,0.0,1.0,"(-0.001, 0.002]"
18470,22846,0.059,0.941,"(0.054, 0.083]"
18472,54470,0.012,0.988,"(0.002, 0.012]"
18486,12775,0.198,0.802,"(0.139, 0.278]"
18497,28347,0.133,0.867,"(0.083, 0.139]"
18506,20751,0.073,0.927,"(0.054, 0.083]"
18515,10976,0.1,0.9,"(0.083, 0.139]"
18534,97366,0.0579999999999999,0.942,"(0.054, 0.083]"
18541,86022,0.04,0.96,"(0.036, 0.054]"
18542,1515,0.043,0.957,"(0.036, 0.054]"
18566,38621,0.0,1.0,"(-0.001, 0.002]"
18573,12523,0.022,0.978,"(0.012, 0.022]"
18579,52224,0.0,1.0,"(-0.001, 0.002]"
18585,74032,0.013,0.987,"(0.012, 0.022]"
18603,15958,0.006,0.994,"(0.002, 0.012]"
18607,77426,0.1369999999999999,0.863,"(0.083, 0.139]"
18624,38769,0.0,1.0,"(-0.001, 0.002]"
18637,62427,0.0,1.0,"(-0.001, 0.002]"
18656,17024,0.0,1.0,"(-0.001, 0.002]"
18658,62360,0.003,0.997,"(0.002, 0.012]"
18677,30216,0.013,0.987,"(0.012, 0.022]"
18682,21036,0.085,0.915,"(0.083, 0.139]"
18695,1034,0.009,0.991,"(0.002, 0.012]"
18709,4958,0.0,1.0,"(-0.001, 0.002]"
18719,68017,0.02,0.98,"(0.012, 0.022]"
18721,35229,0.021,0.979,"(0.012, 0.022]"
18732,97344,0.135,0.865,"(0.083, 0.139]"
18739,37872,0.032,0.968,"(0.022, 0.036]"
18749,58251,0.045,0.955,"(0.036, 0.054]"
18750,29664,0.006,0.994,"(0.002, 0.012]"
18755,73852,0.043,0.957,"(0.036, 0.054]"
18774,16143,0.004,0.996,"(0.002, 0.012]"
18777,54622,0.022,0.978,"(0.012, 0.022]"
18784,30757,0.0,1.0,"(-0.001, 0.002]"
18785,65571,0.0,1.0,"(-0.001, 0.002]"
18786,3266,0.023,0.977,"(0.022, 0.036]"
18788,62257,0.015,0.985,"(0.012, 0.022]"
18792,31826,0.003,0.997,"(0.002, 0.012]"
18802,67117,0.064,0.936,"(0.054, 0.083]"
18804,51038,0.023,0.977,"(0.022, 0.036]"
18805,65072,0.002,0.998,"(-0.001, 0.002]"
18819,64490,0.022,0.978,"(0.012, 0.022]"
18822,59820,0.008,0.992,"(0.002, 0.012]"
18824,35461,0.002,0.998,"(-0.001, 0.002]"
18844,19373,0.0579999999999999,0.942,"(0.054, 0.083]"
18851,72642,0.011,0.989,"(0.002, 0.012]"
18882,36036,0.0,1.0,"(-0.001, 0.002]"
18885,14138,0.075,0.925,"(0.054, 0.083]"
18889,21838,0.0279999999999999,0.972,"(0.022, 0.036]"
18911,62531,0.0,1.0,"(-0.001, 0.002]"
18914,28385,0.125,0.875,"(0.083, 0.139]"
18938,14533,0.045,0.955,"(0.036, 0.054]"
18951,90263,0.184,0.8160000000000001,"(0.139, 0.278]"
18966,72821,0.0289999999999999,0.971,"(0.022, 0.036]"
18968,13809,0.005,0.995,"(0.002, 0.012]"
18971,73067,0.069,0.931,"(0.054, 0.083]"
18981,25827,0.0,1.0,"(-0.001, 0.002]"
18983,37829,0.011,0.989,"(0.002, 0.012]"
18985,78055,0.125,0.875,"(0.083, 0.139]"
18990,71259,0.019,0.981,"(0.012, 0.022]"
19003,45101,0.021,0.979,"(0.012, 0.022]"
19006,47368,0.006,0.994,"(0.002, 0.012]"
19013,78389,0.703,0.297,"(0.278, 1.0]"
19022,87045,0.016,0.984,"(0.012, 0.022]"
19054,44082,0.0,1.0,"(-0.001, 0.002]"
19065,40111,0.008,0.992,"(0.002, 0.012]"
19074,43148,0.025,0.975,"(0.022, 0.036]"
19088,48032,0.009,0.991,"(0.002, 0.012]"
19089,62888,0.002,0.998,"(-0.001, 0.002]"
19093,76556,0.118,0.882,"(0.083, 0.139]"
19100,63349,0.006,0.994,"(0.002, 0.012]"
19121,62823,0.019,0.981,"(0.012, 0.022]"
19131,54741,0.006,0.994,"(0.002, 0.012]"
19132,85172,0.785,0.2149999999999999,"(0.278, 1.0]"
19146,41219,0.0,1.0,"(-0.001, 0.002]"
19148,53006,0.036,0.964,"(0.022, 0.036]"
19152,30441,0.019,0.981,"(0.012, 0.022]"
19218,49410,0.037,0.963,"(0.036, 0.054]"
19219,79009,0.868,0.132,"(0.278, 1.0]"
19223,67104,0.024,0.976,"(0.022, 0.036]"
19225,23071,0.0069999999999999,0.993,"(0.002, 0.012]"
19226,23160,0.077,0.923,"(0.054, 0.083]"
19227,40050,0.009,0.991,"(0.002, 0.012]"
19235,28617,0.069,0.931,"(0.054, 0.083]"
19243,68031,0.02,0.98,"(0.012, 0.022]"
19248,84774,0.065,0.935,"(0.054, 0.083]"
19249,12525,0.012,0.988,"(0.002, 0.012]"
19253,41043,0.0,1.0,"(-0.001, 0.002]"
19258,74171,0.156,0.844,"(0.139, 0.278]"
19266,76670,0.379,0.621,"(0.278, 1.0]"
19268,15747,0.0,1.0,"(-0.001, 0.002]"
19272,65681,0.013,0.987,"(0.012, 0.022]"
19298,13304,0.01,0.99,"(0.002, 0.012]"
19310,48607,0.1889999999999999,0.811,"(0.139, 0.278]"
19313,56036,0.016,0.984,"(0.012, 0.022]"
19336,42713,0.01,0.99,"(0.002, 0.012]"
19342,15864,0.012,0.988,"(0.002, 0.012]"
19368,14898,0.0,1.0,"(-0.001, 0.002]"
19370,65789,0.035,0.965,"(0.022, 0.036]"
19376,46115,0.064,0.936,"(0.054, 0.083]"
19377,12486,0.075,0.925,"(0.054, 0.083]"
19380,4911,0.0,1.0,"(-0.001, 0.002]"
19390,97018,0.089,0.911,"(0.083, 0.139]"
19394,76127,0.289,0.7110000000000001,"(0.278, 1.0]"
19395,76629,0.0559999999999999,0.944,"(0.054, 0.083]"
19397,25984,0.034,0.966,"(0.022, 0.036]"
19401,61028,0.012,0.988,"(0.002, 0.012]"
19424,76859,0.391,0.609,"(0.278, 1.0]"
19425,98314,0.142,0.858,"(0.139, 0.278]"
19443,38381,0.011,0.989,"(0.002, 0.012]"
19448,61376,0.016,0.984,"(0.012, 0.022]"
19449,76641,0.23,0.77,"(0.139, 0.278]"
19451,14427,0.016,0.984,"(0.012, 0.022]"
19454,25082,0.0,1.0,"(-0.001, 0.002]"
19461,16948,0.018,0.982,"(0.012, 0.022]"
19463,54562,0.002,0.998,"(-0.001, 0.002]"
19488,99780,0.009,0.991,"(0.002, 0.012]"
19498,46917,0.053,0.947,"(0.036, 0.054]"
19499,64491,0.0139999999999999,0.986,"(0.012, 0.022]"
19500,47431,0.0069999999999999,0.993,"(0.002, 0.012]"
19512,87935,0.17,0.83,"(0.139, 0.278]"
19517,75431,0.228,0.772,"(0.139, 0.278]"
19519,12737,0.08,0.92,"(0.054, 0.083]"
19524,61864,0.0,1.0,"(-0.001, 0.002]"
19546,10986,0.1989999999999999,0.801,"(0.139, 0.278]"
19547,19534,0.021,0.979,"(0.012, 0.022]"
19554,45616,0.0,1.0,"(-0.001, 0.002]"
19560,54870,0.006,0.994,"(0.002, 0.012]"
19563,51003,0.077,0.923,"(0.054, 0.083]"
19566,88043,0.742,0.258,"(0.278, 1.0]"
19567,13775,0.017,0.983,"(0.012, 0.022]"
19586,80512,0.008,0.992,"(0.002, 0.012]"
19591,51237,0.025,0.975,"(0.022, 0.036]"
19597,53543,0.001,0.999,"(-0.001, 0.002]"
19603,26033,0.002,0.998,"(-0.001, 0.002]"
19605,27016,0.024,0.976,"(0.022, 0.036]"
19606,28529,0.053,0.947,"(0.036, 0.054]"
19624,29474,0.123,0.877,"(0.083, 0.139]"
19628,58770,0.017,0.983,"(0.012, 0.022]"
19639,76945,0.2189999999999999,0.781,"(0.139, 0.278]"
19646,43556,0.074,0.926,"(0.054, 0.083]"
19665,62899,0.002,0.998,"(-0.001, 0.002]"
19672,93527,0.08,0.92,"(0.054, 0.083]"
19678,28623,0.187,0.813,"(0.139, 0.278]"
19687,45333,0.006,0.994,"(0.002, 0.012]"
19689,93920,0.361,0.639,"(0.278, 1.0]"
19691,42352,0.0,1.0,"(-0.001, 0.002]"
19701,1344,0.038,0.962,"(0.036, 0.054]"
19714,43534,0.0819999999999999,0.918,"(0.054, 0.083]"
19719,53063,0.032,0.968,"(0.022, 0.036]"
19733,83876,0.042,0.958,"(0.036, 0.054]"
19739,68718,0.064,0.936,"(0.054, 0.083]"
19742,81415,0.214,0.786,"(0.139, 0.278]"
19744,39846,0.051,0.949,"(0.036, 0.054]"
19747,71266,0.0279999999999999,0.972,"(0.022, 0.036]"
19750,24102,0.0,1.0,"(-0.001, 0.002]"
19755,66401,0.059,0.941,"(0.054, 0.083]"
19766,45363,0.023,0.977,"(0.022, 0.036]"
19783,54974,0.022,0.978,"(0.012, 0.022]"
19786,81423,0.094,0.906,"(0.083, 0.139]"
19792,28447,0.14,0.86,"(0.139, 0.278]"
19793,41183,0.031,0.969,"(0.022, 0.036]"
19798,44010,0.047,0.953,"(0.036, 0.054]"
19801,79005,0.54,0.4599999999999999,"(0.278, 1.0]"
19838,95975,0.0289999999999999,0.971,"(0.022, 0.036]"
19842,3768,0.025,0.975,"(0.022, 0.036]"
19844,15772,0.0,1.0,"(-0.001, 0.002]"
19846,46531,0.0069999999999999,0.993,"(0.002, 0.012]"
19848,59758,0.205,0.795,"(0.139, 0.278]"
19852,30446,0.107,0.893,"(0.083, 0.139]"
19884,5045,0.01,0.99,"(0.002, 0.012]"
19920,87364,0.009,0.991,"(0.002, 0.012]"
19928,17721,0.004,0.996,"(0.002, 0.012]"
19929,25917,0.0,1.0,"(-0.001, 0.002]"
19936,5462,0.02,0.98,"(0.012, 0.022]"
19940,74878,0.01,0.99,"(0.002, 0.012]"
19973,17812,0.0069999999999999,0.993,"(0.002, 0.012]"
19987,62047,0.0,1.0,"(-0.001, 0.002]"
19994,1068,0.013,0.987,"(0.012, 0.022]"
19995,47369,0.0,1.0,"(-0.001, 0.002]"
19997,27208,0.0,1.0,"(-0.001, 0.002]"
20005,4095,0.0,1.0,"(-0.001, 0.002]"
20009,73834,0.297,0.7030000000000001,"(0.278, 1.0]"
20033,47272,0.0409999999999999,0.959,"(0.036, 0.054]"
20044,49780,0.037,0.963,"(0.036, 0.054]"
20049,6023,0.001,0.999,"(-0.001, 0.002]"
20063,24347,0.013,0.987,"(0.012, 0.022]"
20064,45768,0.018,0.982,"(0.012, 0.022]"
20065,12723,0.099,0.901,"(0.083, 0.139]"
20071,68301,0.0139999999999999,0.986,"(0.012, 0.022]"
20075,72386,0.011,0.989,"(0.002, 0.012]"
20085,73029,0.055,0.945,"(0.054, 0.083]"
20088,15034,0.015,0.985,"(0.012, 0.022]"
20113,8202,0.009,0.991,"(0.002, 0.012]"
20132,25635,0.002,0.998,"(-0.001, 0.002]"
20135,50568,0.118,0.882,"(0.083, 0.139]"
20138,97868,0.018,0.982,"(0.012, 0.022]"
20142,45853,0.046,0.954,"(0.036, 0.054]"
20145,31017,0.018,0.982,"(0.012, 0.022]"
20150,31065,0.025,0.975,"(0.022, 0.036]"
20160,84055,0.0289999999999999,0.971,"(0.022, 0.036]"
20175,27897,0.0,1.0,"(-0.001, 0.002]"
20176,49776,0.006,0.994,"(0.002, 0.012]"
20183,26035,0.0,1.0,"(-0.001, 0.002]"
20194,12062,0.06,0.94,"(0.054, 0.083]"
20206,98638,0.073,0.927,"(0.054, 0.083]"
20207,4947,0.0,1.0,"(-0.001, 0.002]"
20209,84646,0.223,0.777,"(0.139, 0.278]"
20213,13433,0.015,0.985,"(0.012, 0.022]"
20218,16563,0.005,0.995,"(0.002, 0.012]"
20219,19954,0.037,0.963,"(0.036, 0.054]"
20222,63462,0.026,0.974,"(0.022, 0.036]"
20227,65047,0.049,0.951,"(0.036, 0.054]"
20260,5459,0.0,1.0,"(-0.001, 0.002]"
20267,61744,0.018,0.982,"(0.012, 0.022]"
20289,51450,0.009,0.991,"(0.002, 0.012]"
20301,10917,0.138,0.862,"(0.083, 0.139]"
20306,75487,0.373,0.627,"(0.278, 1.0]"
20309,50630,0.01,0.99,"(0.002, 0.012]"
20315,41267,0.0,1.0,"(-0.001, 0.002]"
20320,80454,0.065,0.935,"(0.054, 0.083]"
20331,64456,0.012,0.988,"(0.002, 0.012]"
20332,87553,0.8059999999999999,0.194,"(0.278, 1.0]"
20354,47345,0.003,0.997,"(0.002, 0.012]"
20376,52073,0.017,0.983,"(0.012, 0.022]"
20392,3287,0.003,0.997,"(0.002, 0.012]"
20394,46776,0.059,0.941,"(0.054, 0.083]"
20396,71740,0.04,0.96,"(0.036, 0.054]"
20403,39149,0.0,1.0,"(-0.001, 0.002]"
20411,97452,0.003,0.997,"(0.002, 0.012]"
20439,51027,0.004,0.996,"(0.002, 0.012]"
20450,64738,0.0289999999999999,0.971,"(0.022, 0.036]"
20452,12957,0.0,1.0,"(-0.001, 0.002]"
20453,17052,0.026,0.974,"(0.022, 0.036]"
20454,21541,0.065,0.935,"(0.054, 0.083]"
20460,52248,0.002,0.998,"(-0.001, 0.002]"
20462,74470,0.023,0.977,"(0.022, 0.036]"
20473,61327,0.057,0.943,"(0.054, 0.083]"
20523,42159,0.084,0.916,"(0.083, 0.139]"
20525,51575,0.021,0.979,"(0.012, 0.022]"
20527,57066,0.02,0.98,"(0.012, 0.022]"
20539,49689,0.0279999999999999,0.972,"(0.022, 0.036]"
20556,36256,0.005,0.995,"(0.002, 0.012]"
20560,82839,0.011,0.989,"(0.002, 0.012]"
20562,89835,0.148,0.852,"(0.139, 0.278]"
20564,16928,0.03,0.97,"(0.022, 0.036]"
20583,48466,0.0289999999999999,0.971,"(0.022, 0.036]"
20589,72534,0.0,1.0,"(-0.001, 0.002]"
20597,59412,0.048,0.952,"(0.036, 0.054]"
20615,83251,0.059,0.941,"(0.054, 0.083]"
20630,14894,0.057,0.943,"(0.054, 0.083]"
20633,56282,0.046,0.954,"(0.036, 0.054]"
20634,70759,0.031,0.969,"(0.022, 0.036]"
20639,63944,0.1,0.9,"(0.083, 0.139]"
20642,79313,0.502,0.498,"(0.278, 1.0]"
20665,6778,0.048,0.952,"(0.036, 0.054]"
20677,70659,0.128,0.872,"(0.083, 0.139]"
20684,19453,0.003,0.997,"(0.002, 0.012]"
20685,26335,0.0,1.0,"(-0.001, 0.002]"
20707,35651,0.003,0.997,"(0.002, 0.012]"
20709,63621,0.0,1.0,"(-0.001, 0.002]"
20710,79084,0.486,0.514,"(0.278, 1.0]"
20714,41727,0.0,1.0,"(-0.001, 0.002]"
20739,14889,0.004,0.996,"(0.002, 0.012]"
20748,4664,0.017,0.983,"(0.012, 0.022]"
20763,74450,0.052,0.948,"(0.036, 0.054]"
20764,25865,0.001,0.999,"(-0.001, 0.002]"
20790,43540,0.072,0.928,"(0.054, 0.083]"
20795,39363,0.0,1.0,"(-0.001, 0.002]"
20801,17959,0.037,0.963,"(0.036, 0.054]"
20811,64863,0.483,0.517,"(0.278, 1.0]"
20824,32403,0.11,0.89,"(0.083, 0.139]"
20832,97021,0.05,0.95,"(0.036, 0.054]"
20843,3218,0.03,0.97,"(0.022, 0.036]"
20855,72482,0.03,0.97,"(0.022, 0.036]"
20858,63662,0.0,1.0,"(-0.001, 0.002]"
20878,17983,0.0,1.0,"(-0.001, 0.002]"
20894,51430,0.0,1.0,"(-0.001, 0.002]"
20909,56309,0.034,0.966,"(0.022, 0.036]"
20916,29114,0.009,0.991,"(0.002, 0.012]"
20926,61740,0.027,0.973,"(0.022, 0.036]"
20944,23156,0.145,0.855,"(0.139, 0.278]"
20950,17985,0.053,0.947,"(0.036, 0.054]"
20952,63359,0.009,0.991,"(0.002, 0.012]"
20961,30541,0.0069999999999999,0.993,"(0.002, 0.012]"
20963,48832,0.012,0.988,"(0.002, 0.012]"
20970,26280,0.021,0.979,"(0.012, 0.022]"
20990,89001,0.1169999999999999,0.883,"(0.083, 0.139]"
21031,73566,0.142,0.858,"(0.139, 0.278]"
21033,13428,0.004,0.996,"(0.002, 0.012]"
21036,25938,0.0,1.0,"(-0.001, 0.002]"
21042,26506,0.044,0.956,"(0.036, 0.054]"
21086,7934,0.016,0.984,"(0.012, 0.022]"
21096,56584,0.015,0.985,"(0.012, 0.022]"
21102,28683,0.035,0.965,"(0.022, 0.036]"
21107,44682,0.0,1.0,"(-0.001, 0.002]"
21118,52347,0.008,0.992,"(0.002, 0.012]"
21119,68970,0.079,0.921,"(0.054, 0.083]"
21121,25009,0.0,1.0,"(-0.001, 0.002]"
21130,78632,0.147,0.853,"(0.139, 0.278]"
21137,5439,0.06,0.94,"(0.054, 0.083]"
21141,78833,0.305,0.6950000000000001,"(0.278, 1.0]"
21148,63862,0.001,0.999,"(-0.001, 0.002]"
21153,62611,0.022,0.978,"(0.012, 0.022]"
21154,75932,0.015,0.985,"(0.012, 0.022]"
21167,58267,0.006,0.994,"(0.002, 0.012]"
21170,68930,0.025,0.975,"(0.022, 0.036]"
21176,69339,0.066,0.934,"(0.054, 0.083]"
21206,66035,0.037,0.963,"(0.036, 0.054]"
21211,16923,0.019,0.981,"(0.012, 0.022]"
21219,35552,0.0,1.0,"(-0.001, 0.002]"
21231,40404,0.034,0.966,"(0.022, 0.036]"
21233,73014,0.053,0.947,"(0.036, 0.054]"
21238,62835,0.005,0.995,"(0.002, 0.012]"
21242,87317,0.715,0.285,"(0.278, 1.0]"
21255,13464,0.005,0.995,"(0.002, 0.012]"
21258,30425,0.0,1.0,"(-0.001, 0.002]"
21267,59845,0.046,0.954,"(0.036, 0.054]"
21286,97826,0.287,0.7130000000000001,"(0.278, 1.0]"
21289,54733,0.0139999999999999,0.986,"(0.012, 0.022]"
21293,47354,0.005,0.995,"(0.002, 0.012]"
21297,12729,0.088,0.912,"(0.083, 0.139]"
21308,72579,0.0279999999999999,0.972,"(0.022, 0.036]"
21309,17243,0.004,0.996,"(0.002, 0.012]"
21333,3580,0.019,0.981,"(0.012, 0.022]"
21342,80648,0.208,0.792,"(0.139, 0.278]"
21343,92086,0.163,0.837,"(0.139, 0.278]"
21345,5682,0.008,0.992,"(0.002, 0.012]"
21346,13338,0.0,1.0,"(-0.001, 0.002]"
21347,36855,0.017,0.983,"(0.012, 0.022]"
21348,56115,0.008,0.992,"(0.002, 0.012]"
21353,12472,0.051,0.949,"(0.036, 0.054]"
21384,4219,0.003,0.997,"(0.002, 0.012]"
21389,4680,0.0139999999999999,0.986,"(0.012, 0.022]"
21391,38476,0.0,1.0,"(-0.001, 0.002]"
21397,45168,0.0,1.0,"(-0.001, 0.002]"
21400,72459,0.011,0.989,"(0.002, 0.012]"
21401,79543,0.208,0.792,"(0.139, 0.278]"
21408,82939,0.049,0.951,"(0.036, 0.054]"
21417,54531,0.012,0.988,"(0.002, 0.012]"
21418,55065,0.012,0.988,"(0.002, 0.012]"
21420,65779,0.005,0.995,"(0.002, 0.012]"
21424,54651,0.0409999999999999,0.959,"(0.036, 0.054]"
21447,42456,0.033,0.967,"(0.022, 0.036]"
21489,59522,0.005,0.995,"(0.002, 0.012]"
21508,72658,0.053,0.947,"(0.036, 0.054]"
21516,24265,0.0,1.0,"(-0.001, 0.002]"
21519,85646,0.1369999999999999,0.863,"(0.083, 0.139]"
21526,72938,0.052,0.948,"(0.036, 0.054]"
21537,95681,0.353,0.647,"(0.278, 1.0]"
21538,14145,0.046,0.954,"(0.036, 0.054]"
21544,53023,0.006,0.994,"(0.002, 0.012]"
21550,35543,0.008,0.992,"(0.002, 0.012]"
21551,41655,0.0,1.0,"(-0.001, 0.002]"
21561,27947,0.067,0.933,"(0.054, 0.083]"
21571,74931,0.031,0.969,"(0.022, 0.036]"
21590,62964,0.005,0.995,"(0.002, 0.012]"
21652,61814,0.006,0.994,"(0.002, 0.012]"
21653,81427,0.037,0.963,"(0.036, 0.054]"
21659,36792,0.033,0.967,"(0.022, 0.036]"
21671,78954,0.042,0.958,"(0.036, 0.054]"
21677,58282,0.049,0.951,"(0.036, 0.054]"
21683,63846,0.017,0.983,"(0.012, 0.022]"
21684,68927,0.026,0.974,"(0.022, 0.036]"
21687,16218,0.0,1.0,"(-0.001, 0.002]"
21709,25634,0.005,0.995,"(0.002, 0.012]"
21718,79370,0.316,0.6839999999999999,"(0.278, 1.0]"
21730,39427,0.009,0.991,"(0.002, 0.012]"
21741,31796,0.0,1.0,"(-0.001, 0.002]"
21745,74425,0.068,0.932,"(0.054, 0.083]"
21747,25652,0.0,1.0,"(-0.001, 0.002]"
21754,50597,0.085,0.915,"(0.083, 0.139]"
21759,66427,0.024,0.976,"(0.022, 0.036]"
21768,62990,0.0,1.0,"(-0.001, 0.002]"
21771,18824,0.006,0.994,"(0.002, 0.012]"
21789,63785,0.009,0.991,"(0.002, 0.012]"
21791,89510,0.185,0.815,"(0.139, 0.278]"
21797,4607,0.0069999999999999,0.993,"(0.002, 0.012]"
21798,37313,0.0,1.0,"(-0.001, 0.002]"
21803,67422,0.024,0.976,"(0.022, 0.036]"
21809,68038,0.0559999999999999,0.944,"(0.054, 0.083]"
21810,75926,0.089,0.911,"(0.083, 0.139]"
21818,31733,0.049,0.951,"(0.036, 0.054]"
21824,57059,0.0,1.0,"(-0.001, 0.002]"
21835,49893,0.0,1.0,"(-0.001, 0.002]"
21837,74759,0.0279999999999999,0.972,"(0.022, 0.036]"
21841,61412,0.032,0.968,"(0.022, 0.036]"
21855,5474,0.0289999999999999,0.971,"(0.022, 0.036]"
21866,98281,0.053,0.947,"(0.036, 0.054]"
21871,61330,0.026,0.974,"(0.022, 0.036]"
21891,66449,0.039,0.961,"(0.036, 0.054]"
21915,76690,0.36,0.64,"(0.278, 1.0]"
21950,58647,0.006,0.994,"(0.002, 0.012]"
21954,45339,0.0,1.0,"(-0.001, 0.002]"
21961,31090,0.036,0.964,"(0.022, 0.036]"
21967,33574,0.1159999999999999,0.884,"(0.083, 0.139]"
21977,68765,0.01,0.99,"(0.002, 0.012]"
21980,17099,0.0,1.0,"(-0.001, 0.002]"
21991,63336,0.019,0.981,"(0.012, 0.022]"
22006,63441,0.0,1.0,"(-0.001, 0.002]"
22014,38337,0.035,0.965,"(0.022, 0.036]"
22018,97810,0.006,0.994,"(0.002, 0.012]"
22028,98639,0.11,0.89,"(0.083, 0.139]"
22029,4422,0.003,0.997,"(0.002, 0.012]"
22036,636,1.0,0.0,"(0.278, 1.0]"
22041,5043,0.046,0.954,"(0.036, 0.054]"
22043,51006,0.055,0.945,"(0.054, 0.083]"
22061,35441,0.0,1.0,"(-0.001, 0.002]"
22076,47926,0.019,0.981,"(0.012, 0.022]"
22079,31077,0.022,0.978,"(0.012, 0.022]"
22081,15675,0.015,0.985,"(0.012, 0.022]"
22086,65787,0.008,0.992,"(0.002, 0.012]"
22099,99661,0.063,0.937,"(0.054, 0.083]"
22101,21659,0.0,1.0,"(-0.001, 0.002]"
22126,62338,0.0,1.0,"(-0.001, 0.002]"
22137,13807,0.004,0.996,"(0.002, 0.012]"
22140,26405,0.009,0.991,"(0.002, 0.012]"
22164,97416,0.005,0.995,"(0.002, 0.012]"
22169,68418,0.042,0.958,"(0.036, 0.054]"
22195,56570,0.03,0.97,"(0.022, 0.036]"
22204,2659,0.0289999999999999,0.971,"(0.022, 0.036]"
22207,39643,0.0,1.0,"(-0.001, 0.002]"
22213,75439,0.053,0.947,"(0.036, 0.054]"
22214,29424,0.065,0.935,"(0.054, 0.083]"
22217,62889,0.0,1.0,"(-0.001, 0.002]"
22236,77971,0.2739999999999999,0.726,"(0.139, 0.278]"
22240,49818,0.0,1.0,"(-0.001, 0.002]"
22243,20686,0.0279999999999999,0.972,"(0.022, 0.036]"
22251,84520,0.2189999999999999,0.781,"(0.139, 0.278]"
22263,40155,0.05,0.95,"(0.036, 0.054]"
22264,57438,0.0,1.0,"(-0.001, 0.002]"
22268,98821,0.499,0.501,"(0.278, 1.0]"
22283,47941,0.051,0.949,"(0.036, 0.054]"
22297,43524,0.064,0.936,"(0.054, 0.083]"
22313,63620,0.024,0.976,"(0.022, 0.036]"
22314,75669,0.0,1.0,"(-0.001, 0.002]"
22315,97454,0.035,0.965,"(0.022, 0.036]"
22324,60550,0.031,0.969,"(0.022, 0.036]"
22328,36020,0.01,0.99,"(0.002, 0.012]"
22349,80810,0.149,0.851,"(0.139, 0.278]"
22351,5832,0.0,1.0,"(-0.001, 0.002]"
22355,56579,0.038,0.962,"(0.036, 0.054]"
22365,61754,0.043,0.957,"(0.036, 0.054]"
22367,96044,0.119,0.881,"(0.083, 0.139]"
22368,5158,0.025,0.975,"(0.022, 0.036]"
22370,61447,0.016,0.984,"(0.012, 0.022]"
22405,50105,0.0289999999999999,0.971,"(0.022, 0.036]"
22456,41640,0.0,1.0,"(-0.001, 0.002]"
22463,13355,0.0,1.0,"(-0.001, 0.002]"
22469,30426,0.002,0.998,"(-0.001, 0.002]"
22471,68633,0.099,0.901,"(0.083, 0.139]"
22478,15018,0.0,1.0,"(-0.001, 0.002]"
22488,77853,0.247,0.753,"(0.139, 0.278]"
22492,56219,0.013,0.987,"(0.012, 0.022]"
22498,81152,0.728,0.272,"(0.278, 1.0]"
22512,65790,0.018,0.982,"(0.012, 0.022]"
22516,21841,0.0,1.0,"(-0.001, 0.002]"
22520,14555,0.023,0.977,"(0.022, 0.036]"
22527,13420,0.054,0.946,"(0.036, 0.054]"
22532,70723,0.002,0.998,"(-0.001, 0.002]"
22558,89042,0.0,1.0,"(-0.001, 0.002]"
22562,16917,0.0,1.0,"(-0.001, 0.002]"
22563,24882,0.0,1.0,"(-0.001, 0.002]"
22575,73626,0.123,0.877,"(0.083, 0.139]"
22577,84324,0.033,0.967,"(0.022, 0.036]"
22579,4410,0.0139999999999999,0.986,"(0.012, 0.022]"
22583,56585,0.016,0.984,"(0.012, 0.022]"
22585,99734,0.025,0.975,"(0.022, 0.036]"
22588,42410,0.016,0.984,"(0.012, 0.022]"
22594,75476,0.026,0.974,"(0.022, 0.036]"
22609,69034,0.065,0.935,"(0.054, 0.083]"
22629,11932,0.201,0.7989999999999999,"(0.139, 0.278]"
22635,26801,0.0,1.0,"(-0.001, 0.002]"
22636,47036,0.023,0.977,"(0.022, 0.036]"
22639,59317,0.009,0.991,"(0.002, 0.012]"
22650,77456,0.428,0.5720000000000001,"(0.278, 1.0]"
22657,38505,0.013,0.987,"(0.012, 0.022]"
22666,68443,0.0069999999999999,0.993,"(0.002, 0.012]"
22670,62816,0.036,0.964,"(0.022, 0.036]"
22677,32193,0.049,0.951,"(0.036, 0.054]"
22693,26238,0.031,0.969,"(0.022, 0.036]"
22696,27878,0.0,1.0,"(-0.001, 0.002]"
22700,24822,0.0,1.0,"(-0.001, 0.002]"
22703,66845,0.0409999999999999,0.959,"(0.036, 0.054]"
22712,8247,0.012,0.988,"(0.002, 0.012]"
22721,22832,0.0,1.0,"(-0.001, 0.002]"
22727,43445,0.063,0.937,"(0.054, 0.083]"
22758,84006,0.186,0.814,"(0.139, 0.278]"
22763,20779,0.0,1.0,"(-0.001, 0.002]"
22771,17060,0.004,0.996,"(0.002, 0.012]"
22776,57037,0.005,0.995,"(0.002, 0.012]"
22779,56119,0.237,0.763,"(0.139, 0.278]"
22794,35972,0.0,1.0,"(-0.001, 0.002]"
22807,98651,0.033,0.967,"(0.022, 0.036]"
22818,57363,0.025,0.975,"(0.022, 0.036]"
22829,25871,0.004,0.996,"(0.002, 0.012]"
22835,73042,0.076,0.924,"(0.054, 0.083]"
22839,25676,0.0,1.0,"(-0.001, 0.002]"
22844,3260,0.03,0.97,"(0.022, 0.036]"
